タイトル,プラットフォーム,配信開始日時,制作会社,URL
エリスの聖杯,AnimeFesta,2025-12-26 00:00,葦プロダクション,https://eris-seihai.com/
TRIGUN STARGAZE,ABEMA,2026-01-10 23:30,オレンジ,https://trigun-anime.com/
TRIGUN STARGAZE,Prime Video,2026-01-10 23:30,オレンジ,https://trigun-anime.com/
TRIGUN STARGAZE,DMM TV,2026-01-10 23:30,オレンジ,https://trigun-anime.com/
TRIGUN STARGAZE,dアニメストア,2026-01-10 23:30,オレンジ,https://trigun-anime.com/
TRIGUN STARGAZE,dアニメストア for Prime Video,2026-01-10 23:30,オレンジ,https://trigun-anime.com/
TRIGUN STARGAZE,FOD,2026-01-10 23:30,オレンジ,https://trigun-anime.com/
TRIGUN STARGAZE,Hulu,2026-01-10 23:30,オレンジ,https://trigun-anime.com/
TRIGUN STARGAZE,Lemino,2026-01-10 23:30,オレンジ,https://trigun-anime.com/
TRIGUN STARGAZE,U-NEXT,2026-01-10 23:30,オレンジ,https://trigun-anime.com/
TRIGUN STARGAZE,アニメ放題,2026-01-10 23:30,オレンジ,https://trigun-anime.com/
【推しの子】第3期,ABEMA,2025-01-14 16:00,動画工房,https://ichigoproduction.com/Season3/
【推しの子】第3期,dアニメストア,2025-01-14 23:00,動画工房,https://ichigoproduction.com/Season3/
最推しの義兄を愛でるため、長生きします！,Prime Video,2025-01-03 00:00,Imageworks Studio,https://animationid.com/saioshi/
最推しの義兄を愛でるため、長生きします！,dアニメストア,2025-01-03 22:00,Imageworks Studio,https://animationid.com/saioshi/
最推しの義兄を愛でるため、長生きします！,U-NEXT,2025-12-26 22:00,Imageworks Studio,https://animationid.com/saioshi/
穏やか貴族の休暇のすすめ。,FOD,2025-01-07 00:30,Synergy SP,https://odayakakizoku-pr.com/
穏やか貴族の休暇のすすめ。,dアニメストア,2025-01-14 00:30,Synergy SP,https://odayakakizoku-pr.com/
穏やか貴族の休暇のすすめ。,DMM TV,2025-01-14 00:30,Synergy SP,https://odayakakizoku-pr.com/
炎炎ノ消防隊 参ノ章 第2クール,Netflix,2025-09-13 12:00,david production,http://fireforce-anime.jp
炎炎ノ消防隊 参ノ章 第2クール,dアニメストア,2025-09-13 12:00,david production,http://fireforce-anime.jp
炎炎ノ消防隊 参ノ章 第2クール,DMM TV,2025-09-13 12:00,david production,http://fireforce-anime.jp
炎炎ノ消防隊 参ノ章 第2クール,U-NEXT,2025-09-13 12:00,david production,http://fireforce-anime.jp
炎炎ノ消防隊 参ノ章 第2クール,アニメ放題,2025-09-13 12:00,david production,http://fireforce-anime.jp
炎炎ノ消防隊 参ノ章 第2クール,Lemino,2025-09-14 00:00,david production,http://fireforce-anime.jp
勇者のクズ,dアニメストア,2025-01-10 00:00,OLM,https://yushanokuzu.com/
勇者のクズ,Hulu,2025-01-10 00:00,OLM,https://yushanokuzu.com/
勇者のクズ,ABEMA,2025-01-15 01:30,OLM,https://yushanokuzu.com/
勇者のクズ,Lemino,2025-01-15 01:30,OLM,https://yushanokuzu.com/
勇者のクズ,U-NEXT,2025-01-15 01:30,OLM,https://yushanokuzu.com/
勇者のクズ,Prime Video,2025-01-15 01:30,OLM,https://yushanokuzu.com/
お気楽領主の楽しい領地防衛～生産系魔術で名もなき村を最強の城塞都市に～,Prime Video,2025-01-07 22:00,NAZ,https://okiraku-ryousyu-anime.jp/
お気楽領主の楽しい領地防衛～生産系魔術で名もなき村を最強の城塞都市に～,ABEMA,2025-01-07 22:30,NAZ,https://okiraku-ryousyu-anime.jp/
お気楽領主の楽しい領地防衛～生産系魔術で名もなき村を最強の城塞都市に～,dアニメストア,2025-01-07 22:30,NAZ,https://okiraku-ryousyu-anime.jp/
お気楽領主の楽しい領地防衛～生産系魔術で名もなき村を最強の城塞都市に～,U-NEXT,2025-01-10 22:30,NAZ,https://okiraku-ryousyu-anime.jp/
お気楽領主の楽しい領地防衛～生産系魔術で名もなき村を最強の城塞都市に～,アニメ放題,2025-01-10 22:30,NAZ,https://okiraku-ryousyu-anime.jp/
お気楽領主の楽しい領地防衛～生産系魔術で名もなき村を最強の城塞都市に～,バンダイチャンネル,2025-01-10 22:30,NAZ,https://okiraku-ryousyu-anime.jp/
拷問バイトくんの日常,dアニメストア,2025-01-09 00:00,ディオメディア,https://goumonbaitokun.com/
拷問バイトくんの日常,ABEMA,2025-12-26 00:00,ディオメディア,https://goumonbaitokun.com/
拷問バイトくんの日常,アニメ放題,2025-12-26 00:00,ディオメディア,https://goumonbaitokun.com/
拷問バイトくんの日常,U-NEXT,2025-12-26 01:29,ディオメディア,https://goumonbaitokun.com/
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）〜ネクストシャイン！〜,dアニメストア,2025-07-07 01:30,studio MOTHER,https://www.watanare-anime.com/news/post-75
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）〜ネクストシャイン！〜,アニメタイムズ,2025-07-07 01:30,studio MOTHER,https://www.watanare-anime.com/news/post-75
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）〜ネクストシャイン！〜,Lemino,2025-07-07 01:30,studio MOTHER,https://www.watanare-anime.com/news/post-75
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）〜ネクストシャイン！〜,Hulu,2025-07-10 00:00,studio MOTHER,https://www.watanare-anime.com/news/post-75
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）〜ネクストシャイン！〜,アニメ放題,2025-07-10 01:30,studio MOTHER,https://www.watanare-anime.com/news/post-75
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）〜ネクストシャイン！〜,ABEMA,2025-07-10 01:30,studio MOTHER,https://www.watanare-anime.com/news/post-75
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）〜ネクストシャイン！〜,Prime Video,2025-07-10 01:30,studio MOTHER,https://www.watanare-anime.com/news/post-75
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）〜ネクストシャイン！〜,U-NEXT,2025-07-10 01:30,studio MOTHER,https://www.watanare-anime.com/news/post-75
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）〜ネクストシャイン！〜,FOD,2025-07-10 01:30,studio MOTHER,https://www.watanare-anime.com/news/post-75
わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）〜ネクストシャイン！〜,DMM TV,2025-12-26 01:30,studio MOTHER,https://www.watanare-anime.com/news/post-75
