タイトル,プラットフォーム,配信開始日時,制作会社,URL
さわらないで小手指くん,アニメタイムズ,2025-10-05 01:05,Quad,https://kotesashikun.deregula.com/
さわらないで小手指くん,Lemino,2025-10-05 01:05,Quad,https://kotesashikun.deregula.com/
さわらないで小手指くん,U-NEXT,2025-10-08 00:00,Quad,https://kotesashikun.deregula.com/
さわらないで小手指くん,ABEMA,2025-10-09 23:00,Quad,https://kotesashikun.deregula.com/
さわらないで小手指くん,Prime Video,2025-10-09 23:00,Quad,https://kotesashikun.deregula.com/
さわらないで小手指くん,アニメ放題,2025-10-10 00:00,Quad,https://kotesashikun.deregula.com/
さわらないで小手指くん,バンダイチャンネル,2025-12-10 00:00,Quad,https://kotesashikun.deregula.com/
さわらないで小手指くん,dアニメストア,2025-12-10 00:00,Quad,https://kotesashikun.deregula.com/
陛下わたしを忘れてください,ABEMA,2025-10-07 22:00,Imagica Infos,https://honto.jp/anime/heika.html
陛下わたしを忘れてください,AnimeFesta,2025-10-07 22:00,Imagica Infos,https://honto.jp/anime/heika.html
陛下わたしを忘れてください,dアニメストア,2025-10-07 22:00,Imagica Infos,https://honto.jp/anime/heika.html
陛下わたしを忘れてください,DMM TV,2025-10-07 22:00,Imagica Infos,https://honto.jp/anime/heika.html
野生のラスボスが現れた！,ABEMA,2025-09-27 22:30,ワオワールド,https://lastboss-anime.com/
野生のラスボスが現れた！,U-NEXT,2025-09-27 22:30,ワオワールド,https://lastboss-anime.com/
野原ひろし 昼メシの流儀,ABEMA,2025-10-03 00:00,シンエイ動画,https://www.shinchan-app.jp/hiroshi-hirumeshi-anime/
野原ひろし 昼メシの流儀,アニメタイムズ,2025-10-03 00:00,シンエイ動画,https://www.shinchan-app.jp/hiroshi-hirumeshi-anime/
ガングリオン,dアニメストア,2025-09-28 22:00,studio maf,https://ganglion-anime.com/
ガングリオン,アニメ放題,2025-10-07 00:00,studio maf,https://ganglion-anime.com/
ガングリオン,ABEMA,2025-10-07 22:00,studio maf,https://ganglion-anime.com/
ガングリオン,Prime Video,2025-10-07 22:00,studio maf,https://ganglion-anime.com/
