work_id,title,url,production
16624,カードファイト!! ヴァンガード Divinez 幻真星戦編,https://anime.cf-vanguard.com/vgd/,キネマシトラス
15002,MFゴースト 3rd Season,https://mfg-anime.com/,Felix Film
14863,ヘルモード ～やり込み好きのゲーマーは廃設定の異世界で無双する～,https://hellmode-anime.com/,横浜アニメーションラボ
12923,違国日記,https://ikoku-anime.com/,朱夏
16694,超かぐや姫！,https://www.cho-kaguyahime.com/,スタジオコロリド
12851,姫様“拷問”の時間です 第2期,https://himesama-goumon.com/,PINE JAM
16206,地獄先生ぬ〜べ〜 第2クール,https://nube-anime.com/,スタジオKAI
12836,魔都精兵のスレイブ2,https://mabotai.jp/,パッショーネ
13850,死亡遊戯で飯を食う。,https://shiboyugi-anime.com/,スタジオディーン
16307,BEASTARS FINAL SEASON Part2,https://bst-animation.com,オレンジ
16746,プリズム輪舞曲,,WIT STUDIO
12974,花ざかりの君たちへ,https://hanakimi-anime.com/,SIGNAL.MD
16143,鎧真伝サムライトルーパー,https://www.samurai-trooper.net/,サンライズ
16266,ヴィジランテ -僕のヒーローアカデミア ILLEGALS- 第2期,https://vigilante-anime.com/,ボンズフィルム
10971,ゴールデンカムイ 最終章,https://www.kamuy-anime.com/index.html,ブレインズ・ベース
16123,綺麗にしてもらえますか。,https://kinishite.com/,オクルトノボル
16739,ラブル＆クルー,https://pawpatrol.jp/rubble-crew/,ジャム・フィルド・エンターテインメント
16539,北斗の拳 拳王軍ザコたちの挽歌,https://zakoban.com/,動楽
14769,正反対な君と僕,https://sh-anime.shochiku.co.jp/seihantai_anime/,ラパントラック
16675,お前はまだグンマを知らない～令和版～,https://animationid.com/omagun/,IMAGICA Infos
14511,カヤちゃんはコワくない,https://kayachan.com/,イーストフィッシュスタジオ
14516,異世界の沙汰は社畜次第,https://iseshachi.com/,スタジオディーン
10985,Fate/strange Fake,https://fate-strange-fake.com,A-1 Pictures
15796,どうせ、恋してしまうんだ。 Season2,https://koishima-pr.com/,颱風グラフィックス
16427,ほっぺちゃん ～サン王国と黒ほっぺ団の秘密～,https://hoppechan.jp/,トゥーンハーバーワークス
15946,「お前ごときが魔王に勝てると思うな」と勇者パーティを追放されたので、王都で気ままに暮らしたい,https://omagoto.com/,A・C・G・T
16541,時光代理人 -LINK CLICK- 英都篇,https://link-click.jp/,CMC MEDIA
14068,葬送のフリーレン 第2期,https://frieren-anime.jp/,マッドハウス
11306,異世界でチート能力を手にした俺は、現実世界をも無双する ～レベルアップは人生を変えた～ TVSP,https://www.iseleve.com/,ミルパンセ
16911,mofusand,https://mofusand-anime.jp/,モンスターズエッグ
16292,勇者パーティーにかわいい子がいたので、告白してみた。,https://yuukawa-anime.com/,月虹
16296,悪役令嬢は隣国の王太子に溺愛される,https://akudeki-anime.com/,スタジオディーン
16007,29歳独身中堅冒険者の日常,https://anime-29sai-dokushin.com/,HORNETS
15800,有栖川煉ってホントは女なんだよね。,https://arisugawa-ren.af-original.com/,スタジオレオ
15516,火喰鳥 羽州ぼろ鳶組,https://hikuidori-project.com/,Synergy SP
12323,呪術廻戦 死滅回游 前編,https://jujutsukaisen.jp/,MAPPA
16521,イチゴ哀歌 〜雑で生イキな妹と割り切れない兄〜,https://ichigo-aika.af-original.com/,studio HōKIBOSHI
16520,人外教室の人間嫌い教師,https://jingai-kyoshitsu-anime.com/,アスリード
11036,勇者刑に処す 懲罰勇者9004隊刑務記録,https://yushakei-pj.com/,スタジオKAI
14562,アルネの事件簿,https://arne.asmik-ace.co.jp/,SILVER LINK.
15703,デッドアカウント,https://dead-account.com/,Synergy SP
16239,魔王の娘は優しすぎる!!,https://maomusu.com/,EMTスクエアード
14007,DARK MOON　-黒の月: 月の祭壇- Original By DARK MOON : THE BLOOD ALTAR WITH ENHYPEN,https://darkmoon-tba.com/,TROYCA
14901,シャンピニオンの魔女,https://champignon-pr.com/,颱風グラフィックス
15816,幼馴染とはラブコメにならない,https://anime-osalove.com/,手塚󠄁プロダクション
10982,地獄楽 第二期,https://www.jigokuraku.com/,MAPPA
15168,魔術師クノンは見えている,https://kunonanime.jp/,プラチナビジョン
16651,ハイスクール！奇面組 (2026),https://kimengumi.com/,アニメーションスタジオ・セブン
15558,勇者パーティを追い出された器用貧乏,https://kiyou-bimbou.com/,animation studio42
13028,ダーウィン事変,https://darwinsincident.net/,ベルノックスフィルムズ
15710,転生したらドラゴンの卵だった,https://doratama-anime.com/,画狂
16026,アンドロイドは経験人数に入りますか？？,https://hanisuka.deregula.com/,Nyan Pollution-ω-
15059,貴族転生 ～恵まれた生まれから最強の力を得る～,https://kizoku-tensei.com/,CompTown
15709,真夜中ハートチューン,https://mayochu-anime.com/,月虹
14784,透明男と人間女～そのうち夫婦になるふたり～,https://tomeiotoko-ningenonna.com/,project No.9
16022,うるわしの宵の月,https://uruwashi-anime.com/,イーストフィッシュスタジオ
14309,エリスの聖杯,https://eris-seihai.com/,葦プロダクション
16818,秘密結社 鷹の爪XX,https://xn--u9j429qiq1a.jp/,DLE
10635,TRIGUN STARGAZE,https://trigun-anime.com/,オレンジ
14130,【推しの子】第3期,https://ichigoproduction.com/Season3/,動画工房
15878,スティール・ボール・ラン ジョジョの奇妙な冒険,https://jojo-portal-anime.com/sbr/,david production
16285,最推しの義兄を愛でるため、長生きします！,https://animationid.com/saioshi/,Imageworks Studio
15802,メダリスト 第2期,https://medalist-pr.com/,ENGI
15801,青のミブロ -芹沢暗殺編-,https://miburoanime.com/,MAHO FILM
14141,穏やか貴族の休暇のすすめ。,https://odayakakizoku-pr.com/,Synergy SP
13617,炎炎ノ消防隊 参ノ章 第2クール,http://fireforce-anime.jp,david production
13208,多聞くん今どっち！？,https://tamon-anime.com/,J.C.STAFF
15712,勇者のクズ,https://yushanokuzu.com/,OLM
15912,お気楽領主の楽しい領地防衛～生産系魔術で名もなき村を最強の城塞都市に～,https://okiraku-ryousyu-anime.jp/,NAZ
16240,拷問バイトくんの日常,https://goumonbaitokun.com/,ディオメディア
16573,わたしが恋人になれるわけないじゃん、ムリムリ!（※ムリじゃなかった!?）〜ネクストシャイン！〜,https://www.watanare-anime.com/news/post-75,studio MOTHER
